name,id,desc,type,access,val
"Cooling_Stage4_TankAlarm.Manual",2720,"Cooling Stage 4 - Glycol Tank Alarm",BOOL,RW,"0"
"Cooling_Stage4_TankAlarm.Select",2721,"Cooling Stage 4 - Glycol Tank Alarm",BOOL,RW,"0"
"Cooling_Stage4_TankAlarm.Val",2722,"Cooling Stage 4 - Glycol Tank Alarm",BOOL,RW,"0"
"Cooling_Stage4_TurnOff_SetPoint",2723,"Cooling Stage 4 - Turns Off Set Point - Percent of Control Signal",REAL,RW,"65.00"
"Cooling_Stage4_TurnOn_SetPoint",2724,"Cooling Stage 4 - Turns On Set Point - Percent of Control Signal",REAL,RW,"80.00"
"DAT_SetPoint",2725,"Discharge Temperature Air Set Point",REAL,RW,"0.00"
"DX_Stage_Timer",2726,"Minimum Time Between DX Stages (Min time between compressor starts)",INT,RW,"30"
"Dehum_Demand",2730,"Dehumidification Demand",REAL,RW,"0.00"
"Dehum_Demand_PID.CoolHeatMode",2731,"Dehumidification Demand PID Loop - FALSE: Cooling Mode, TRUE: Heating Mode",BOOL,RW,"0"
"Dehum_Demand_PID.DeadBand",2732,"Dehumidification Demand PID Loop - Deadband centered on the set point",REAL,RW,"0.00"
"Dehum_Demand_PID.DirRevMode",2733,"Dehumidification Demand PID Loop - FALSE: Direct Mode, TRUE: Reverse Mode",BOOL,RW,"0"
"Dehum_Demand_PID.HighLim",2736,"Dehumidification Demand PID Loop - Maximum Output value",REAL,RW,"100.00"
"Dehum_Demand_PID.ItermSet",2739,"Dehumidification Demand PID Loop - Set Integral term to a specific real value",BOOL,RW,"0"
"Dehum_Demand_PID.ItermVal",2740,"Dehumidification Demand PID Loop - Integral term value to be set",REAL,RW,"0.00"
"Dehum_Demand_PID.Kp",2741,"Dehumidification Demand PID Loop - Proportional gain (Kp=0)",REAL,RW,"0.30"
"Dehum_Demand_PID.LowLim",2742,"Dehumidification Demand PID Loop - Minimum Output value",REAL,RW,"0.00"
"Dehum_Demand_PID.ManMode",2743,"Dehumidification Demand PID Loop - Enable manual mode",BOOL,RW,"0"
"Dehum_Demand_PID.ManOut",2744,"Dehumidification Demand PID Loop - Output value in manual mode",REAL,RW,"0.00"
"Dehum_Demand_PID.Td",2748,"Dehumidification Demand PID Loop - Derivative time expressed in seconds",REAL,RW,"0.00"
"Dehum_Demand_PID.Ti",2749,"Dehumidification Demand PID Loop - Integral time expressed in seconds",REAL,RW,"10.00"
"EA_Damper_Cmd.Manual",2754,"Exhaust Air Damper Command - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Damper_Cmd.Select",2755,"Exhaust Air Damper Command - Select Actual/Manual",BOOL,RW,"0"
"EA_Damper_Cmd.Val",2756,"Exhaust Air Damper Command - Value",BOOL,RW,"0"
"EA_Damper_Status.Manual",2758,"Exhaust Air Damper Status - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Damper_Status.Select",2759,"Exhaust Air Damper Status - Select Actual/Manual",BOOL,RW,"0"
"EA_Damper_Status.Val",2760,"Exhaust Air Damper Status - Value",BOOL,RW,"1"
"EA_Fan1_Enable.Manual",2762,"Exhasut Fan 1 Enable - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Fan1_Enable.Select",2763,"Exhasut Fan 1 Enable - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan2_Enable.Manual",2768,"Exhasut Fan 2 Enable - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Fan2_Enable.Select",2769,"Exhasut Fan 2 Enable - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan3_Enable.Manual",2774,"Exhasut Fan 3 Enable - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Fan3_Enable.Select",2775,"Exhasut Fan 3 Enable - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan4_Enable.Manual",2780,"Exhasut Fan 4 Enable - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Fan4_Enable.Select",2781,"Exhasut Fan 4 Enable - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan5_Enable.Manual",2786,"Exhaust Air - Fan 5 Enable",BOOL,RW,"0"
"EA_Fan5_Enable.Select",2787,"Exhaust Air - Fan 5 Enable",BOOL,RW,"0"
"EA_Fan5_Enable.Val",2788,"Exhaust Air - Fan 5 Enable",BOOL,R,"0"
"EA_Fan6_Enable.Manual",2792,"Exhaust Air - Fan 6 Enable",BOOL,RW,"0"
"EA_Fan6_Enable.Select",2793,"Exhaust Air - Fan 6 Enable",BOOL,RW,"0"
"EA_Fan6_Enable.Val",2794,"Exhaust Air - Fan 6 Enable",BOOL,R,"0"
"EA_Fan7_Enable.Manual",2798,"Exhaust Air - Fan 7 Enable",BOOL,RW,"0"
"EA_Fan7_Enable.Select",2799,"Exhaust Air - Fan 7 Enable",BOOL,RW,"0"
"EA_Fan7_Enable.Val",2800,"Exhaust Air - Fan 7 Enable",BOOL,R,"0"
"EA_Fan8_Enable.Manual",2804,"Exhaust Air - Fan 8 Enable",BOOL,RW,"0"
"EA_Fan8_Enable.Select",2805,"Exhaust Air - Fan 8 Enable",BOOL,RW,"0"
"EA_Fan8_Enable.Val",2806,"Exhaust Air - Fan 8 Enable",BOOL,R,"0"
"EA_Fan_CFM_Alarm_Delay",2809,"Exhaust Fan Air Flow Alarm Delay",INT,RW,"120"
"EA_Fan_CFM_Alarm_SetPoint",2810,"Exhaust Fan Air Flow Alarm Set Point",REAL,RW,"5000.00"
"EA_Fan_CFM_Enable_SetPoint",2811,"Exhaust Fan Air Flow Set Point",REAL,RW,"6000.00"
"EA_Fan_CFM_EquipmentOff_SetPoint",2812,"Exhaust Fan CFM Turn Off Set Point",REAL,RW,"5500.00"
"EA_Fan_CFM_EquipmentOn_SetPoint",2813,"Exhaust Fan Equipment Off Set Point",REAL,RW,"5400.00"
"EA_Fan_CFM_Sensor.Manual",2815,"Exhaust Fan Air Flow Sensor - Manual Value for Commissioning",REAL,RW,"0.00"
"EA_Fan_CFM_Sensor.Select",2816,"Exhaust Fan Air Flow Sensor - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan_CFM_Sensor.Val",2817,"Exhaust Fan Air Flow Sensor - Value",REAL,RW,"0.00"
"EA_Fan_Cmd.Manual",2819,"Exhaust Air Fan Command - Manual Value for Commissioning",BOOL,RW,"0"
"EA_Fan_Cmd.Select",2820,"Exhaust Air Fan Command - Select Actual/Manual",BOOL,RW,"0"
"EA_Fan_Cmd.Val",2821,"Exhaust Air Fan Command - Value",BOOL,RW,"0"
"EA_Fan_ControlSignal",2822,"Exhaust Fan Control Signal (All Exhaust Fans)",REAL,RW,"0.00"
"EA_Fan_ControlSignal_PID.CoolHeatMode",2823,"Exhaust Fan Control Signal PID Loop - FALSE: Cooling Mode, TRUE: Heating Mode",BOOL,RW,"0"
"EA_Fan_ControlSignal_PID.DeadBand",2824,"Exhaust Fan Control Signal PID Loop - Deadband centered on the set point",REAL,RW,"0.00"
"EA_Fan_ControlSignal_PID.DirRevMode",2825,"Exhaust Fan Control Signal PID Loop - FALSE: Direct Mode, TRUE: Reverse Mode",BOOL,RW,"1"
"EA_Fan_ControlSignal_PID.ItermSet",2831,"Exhaust Fan Control Signal PID Loop - Set Integral term to a specific real value",BOOL,RW,"0"
"EA_Fan_ControlSignal_PID.ItermVal",2832,"Exhaust Fan Control Signal PID Loop - Integral term value to be set",REAL,RW,"0.00"
"EA_Fan_ControlSignal_PID.Kp",2833,"Exhaust Fan Control Signal PID Loop - Proportional gain (Kp=0)",REAL,RW,"0.00"
"EA_Fan_ControlSignal_PID.ManMode",2835,"Exhaust Fan Control Signal PID Loop - Enable manual mode",BOOL,RW,"0"
"EA_Fan_ControlSignal_PID.Td",2840,"Exhaust Fan Control Signal PID Loop - Derivative time expressed in seconds",REAL,RW,"0.00"
"EA_Fan_ControlSignal_PID.Ti",2841,"Exhaust Fan Control Signal PID Loop - Integral time expressed in seconds",REAL,RW,"10.00"
"EA_Fan_Startup_Setpoint",2844,"Exhaust Air - Fan Startup Setpoint",REAL,RW,"0.00"
"EA_Fan_Startup_Timer",2845,"Exhaust Air - Fan Startup Run Timer",INT,RW,"0"
"EA_RH_High_Alarm_SetPoint",2846,"Exhaust Air - Humidity High Alarm Set Point",REAL,RW,"90.00"
"EA_RH_Low_Alarm_SetPoint",2847,"Exhaust Air - Humidity Low Alarm Set Point",REAL,RW,"30.00"
"EA_RH_Sensor.Actual",2848,"Exhaust Air - Humidity Sensor",REAL,R,"0.00"
"EA_RH_Sensor.Manual",2849,"Exhaust Air - Humidity Sensor",REAL,RW,"0.00"
"EA_RH_Sensor.Select",2850,"Exhaust Air - Humidity Sensor",BOOL,RW,"0"
"EA_RH_Sensor.Val",2851,"Exhaust Air - Humidity Sensor",REAL,RW,"0.00"
"EA_Temp_High_Alarm_SetPoint",2852,"Exhaust Air - Temperature High Alarm Set Point",REAL,RW,"27.00"
"EA_Temp_Low_Alarm_SetPoint",2853,"Exhaust Air - Temperature Low Alarm Set Point",REAL,RW,"2.00"
"EA_Temp_Sensor.Actual",2854,"Exhaust Air - Temperature Sensor",REAL,R,"0.00"
"EA_Temp_Sensor.Manual",2855,"Exhaust Air - Temperature Sensor",REAL,RW,"0.00"
"EA_Temp_Sensor.Select",2856,"Exhaust Air - Temperature Sensor",BOOL,RW,"0"
"EA_Temp_Sensor.Val",2857,"Exhaust Air - Temperature Sensor",REAL,RW,"0.00"
"EVD_EVO_2_MNG_1.Config_EVD1_SucP_S1orS3",2889,"Suction Pressure Configure EVD1 - False = S1, True = S3",BOOL,RW,"0"
"EVD_EVO_2_MNG_1.Config_EVD1_SucT_S2orS4",2890,"Suction Temperature Configure EVD1 - False = S2, True = S4",BOOL,RW,"0"
"EVD_EVO_2_MNG_1.EVD_HGV_StepPosMax",3160,"",UINT,RW,"480"
"EVD_EVO_2_MNG_1.EVD_HGV_StepPosMin",3161,"",UINT,RW,"0"
"EVD_EVO_2_MNG_1.En_EVD_1",3163,"Enable module",BOOL,R,"0"
"EVD_EVO_2_MNG_2.Config_EVD2_SucP_S1orS3",3957,"Suction Pressure Configure EVD1 - False = S1, True = S3",BOOL,RW,"0"
"EVD_EVO_2_MNG_2.Config_EVD2_SucT_S2orS4",3958,"Suction Temperature Configure EVD1 - False = S2, True = S4",BOOL,RW,"0"
"EVD_EVO_2_MNG_2.EVD_HGV_StepPosMax",4228,"",UINT,RW,"480"
"EVD_EVO_2_MNG_2.EVD_HGV_StepPosMin",4229,"",UINT,RW,"0"
"EVD_EVO_2_MNG_2.En_EVD_1",4231,"Enable module",BOOL,R,"0"
"EVD_EVO_2_MNG_3.BLDC_Params_EVD_1.Dscg_SHSet",4996,"BLDC parameters - Discharge Superheat setpoint",REAL,RW,"35.00"
"EVD_EVO_2_MNG_3.BLDC_Params_EVD_1.Dscg_TempSet",4997,"BLDC parameters - Discharge temperature setpoint",REAL,RW,"105.00"
"EVD_EVO_2_MNG_3.BLDC_Params_EVD_1.MOP_ThrshFastChg",4998,"BLDC parameters - MOP threshold for fast change",REAL,RW,"0.00"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.CondHiTempThrsh",4999,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - High condensing temperature: threshold (for Aux = 2, 9 or 10)",REAL,RW,"-777.70"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.CondHiTemp_Ti",5000,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - High condensing temperature: integral time (for Aux = 2, 9 or 10)",REAL,RW,"-777.70"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.DT_CondHiTempAlrm",5001,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - High condensing temperature alarm delay",UINT,RW,"600"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Din1_BckReg",5002,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Backup value of regulation in case that digital input is not used for backup",BOOL,RW,"1"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Din1_Cfg",5003,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - DI1 configuration",UINT,RW,"6"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Din2_BckReg",5004,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Backup value of regulation in case that digital input is not used for backup",BOOL,RW,"1"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Din2_Cfg",5005,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - DI2 configuration",UINT,RW,"6"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.EN_DC_Supply",5006,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Enable of DC supply (no valve closure is performed)",BOOL,RW,"1"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.PostDfrDT",5007,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Post defrost delay (min) (only for single driver)",UINT,RW,"10"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Thermo_Diff",5008,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Modulating thermostat: differential (for Aux = 3 or 10)",REAL,RW,"-777.70"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Thermo_SH_Offset",5009,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Modulating thermostat: offset SH setpoint (for Aux = 3 or 10); 0 = disabled",REAL,RW,"-777.70"
"EVD_EVO_2_MNG_3.CfgParams_EVD_1.Thermo_SetP",5010,"Configuration parameters (DI1 config., DI2 config., Condensing high temperature threshold, ecc...) - Modulating thermostat: setpoint (for Aux = 3 or 10)",REAL,RW,"-777.70"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.DevErr_EEVA",5011,"Automatically generated - Device error of EEVA template",INT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.DevErr_EEVB",5012,"Automatically generated - Device error of EEVB template",INT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.DevErr_Mng",5013,"Automatically generated - Device error of MNG template",INT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.DevErr_ParamsA",5014,"Automatically generated - Device error of ParamsA template",INT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.DevErr_ParamsB",5015,"Automatically generated - Device error of ParamsB template",INT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.ErrCode_EEVA",5017,"Automatically generated - Device error code of EEVA template",UINT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.ErrCode_EEVB",5018,"Automatically generated - Device error code of EEVB template",UINT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.ErrCode_Mng",5019,"Automatically generated - Device error code of MNG template",UINT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.ErrCode_ParA",5020,"Automatically generated - Device error code of ParamsA template",UINT,RW,"0"
"EVD_EVO_2_MNG_3.ComErr_EVD_1.ErrCode_ParB",5021,"Automatically generated - Device error code of ParamsB template",UINT,RW,"0"
"EVD_EVO_2_MNG_3.Config_EVD3_SucP_S1orS3",5025,"Suction Pressure Configure EVD1 - False = S1, True = S3",BOOL,RW,"0"
"EVD_EVO_2_MNG_3.Config_EVD3_SucT_S2orS4",5026,"Suction Temperature Configure EVD1 - False = S2, True = S4",BOOL,RW,"0"
"EVD_EVO_2_MNG_3.Default_Memory_EVD_1",5030,"Default values installation: stored request",BOOL,RW,"0"
"EVD_EVO_2_MNG_3.DevAddr_EVD_1",5031,"Network address of EVDEVO",UDINT,RW,"13"
"EVD_EVO_2_MNG_3.EVD_HGV_StepPosMax",5294,"",UINT,RW,"480"
"EVD_EVO_2_MNG_3.EVD_HGV_StepPosMin",5295,"",UINT,RW,"0"
"EVD_EVO_2_MNG_3.En_EVD_1",5297,"Enable module",BOOL,RW,"0"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A26_LOW_SUCT_ALARM_THRESHOLD_msk.MskLimMax",5578,"Automatically generated - Alarm threshold low temperature suction - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A26_LOW_SUCT_ALARM_THRESHOLD_msk.MskLimMin",5579,"Automatically generated - Alarm threshold low temperature suction - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A30_S1_PROBE_RANGE_MAX_msk.MskLimMax",5588,"Automatically generated - S1 Pressure: maximum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A30_S1_PROBE_RANGE_MAX_msk.MskLimMin",5589,"Automatically generated - S1 Pressure: maximum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A31_S3_PROBE_RANGE_MAX_msk.MskLimMax",5590,"Automatically generated - S3 Pressure: maximum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A31_S3_PROBE_RANGE_MAX_msk.MskLimMin",5591,"Automatically generated - S3 Pressure: maximum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A32_S1_PROBE_RANGE_MIN_msk.MskLimMax",5592,"Automatically generated - S1 pressure: minimum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A32_S1_PROBE_RANGE_MIN_msk.MskLimMin",5593,"Automatically generated - S1 pressure: minimum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A33_S3_PROBE_RANGE_MIN_msk.MskLimMax",5594,"Automatically generated - S3 pressure: minimum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A33_S3_PROBE_RANGE_MIN_msk.MskLimMin",5595,"Automatically generated - S3 pressure: minimum value",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A34_S1_VALUE_OFFSET_msk.MskLimMax",5596,"Automatically generated - S1: calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A34_S1_VALUE_OFFSET_msk.MskLimMin",5597,"Automatically generated - S1: calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A35_S3_VALUE_OFFSET_msk.MskLimMax",5598,"Automatically generated - S3: calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A35_S3_VALUE_OFFSET_msk.MskLimMin",5599,"Automatically generated - S3: calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A37_S1_ALARM_THRESHOLD_HIGH_msk.MskLimMax",5602,"Automatically generated - S1 pressure: maximum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A37_S1_ALARM_THRESHOLD_HIGH_msk.MskLimMin",5603,"Automatically generated - S1 pressure: maximum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A38_S3_ALARM_THRESHOLD_HIGH_msk.MskLimMax",5604,"Automatically generated - S3 pressure: maximum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A38_S3_ALARM_THRESHOLD_HIGH_msk.MskLimMin",5605,"Automatically generated - S3 pressure: maximum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A39_S1_ALARM_THRESHOLD_LOW_msk.MskLimMax",5606,"Automatically generated - S1 pressure: minimum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A39_S1_ALARM_THRESHOLD_LOW_msk.MskLimMin",5607,"Automatically generated - S1 pressure: minimum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A40_S3_ALARM_THRESHOLD_LOW_msk.MskLimMax",5610,"Automatically generated - S3 pressure: minimum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A40_S3_ALARM_THRESHOLD_LOW_msk.MskLimMin",5611,"Automatically generated - S3 pressure: minimum alarm thresold",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A41_S2_VALUE_OFFSET_msk.MskLimMax",5612,"Automatically generated - S2 calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A41_S2_VALUE_OFFSET_msk.MskLimMin",5613,"Automatically generated - S2 calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A42_S4_VALUE_OFFSET_msk.MskLimMax",5614,"Automatically generated - S4 calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A42_S4_VALUE_OFFSET_msk.MskLimMin",5615,"Automatically generated - S4 calibration offset",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A44_S2_ALARM_THRESHOLD_HIGH_msk.MskLimMax",5618,"Automatically generated - S2 temperature: maximum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A44_S2_ALARM_THRESHOLD_HIGH_msk.MskLimMin",5619,"Automatically generated - S2 temperature: maximum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A45_S4_ALARM_THRESHOLD_HIGH_msk.MskLimMax",5620,"Automatically generated - S4 temperature: maximum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A45_S4_ALARM_THRESHOLD_HIGH_msk.MskLimMin",5621,"Automatically generated - S4 temperature: maximum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A46_S2_ALARM_THRESHOLD_LOW_msk.MskLimMax",5622,"Automatically generated - S2 temperature: minimum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A46_S2_ALARM_THRESHOLD_LOW_msk.MskLimMin",5623,"Automatically generated - S2 temperature: minimum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A47_S4_ALARM_THRESHOLD_LOW_msk.MskLimMax",5624,"Automatically generated - S4 Temperature: Minimum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A47_S4_ALARM_THRESHOLD_LOW_msk.MskLimMin",5625,"Automatically generated - S4 Temperature: Minimum value of alarm",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A48_PID_Kp_msk.MskLimMax",5626,"Automatically generated - PID: proportional gain - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A48_PID_Kp_msk.MskLimMin",5627,"Automatically generated - PID: proportional gain - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A49_PID_Td_msk.MskLimMax",5628,"Automatically generated - PID Derivative Time - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A49_PID_Td_msk.MskLimMin",5629,"Automatically generated - PID Derivative Time - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A50_SH_SET_msk.MskLimMax",5632,"Automatically generated - Setpoint superheat - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A50_SH_SET_msk.MskLimMin",5633,"Automatically generated - Setpoint superheat - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A51_LOP_Ti_msk.MskLimMax",5634,"Automatically generated - LOP: integral time low temperature of evaporation - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A51_LOP_Ti_msk.MskLimMin",5635,"Automatically generated - LOP: integral time low temperature of evaporation - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A52_LOP_THRESHOLD_msk.MskLimMax",5636,"Automatically generated - LOP: threshold for low temperature of evaporation - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A52_LOP_THRESHOLD_msk.MskLimMin",5637,"Automatically generated - LOP: threshold for low temperature of evaporation - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A53_MOP_Ti_msk.MskLimMax",5638,"Automatically generated - MOP: integral time temperature of evaporation",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A53_MOP_Ti_msk.MskLimMin",5639,"Automatically generated - MOP: integral time temperature of evaporation",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A54_MOP_THRESHOLD_msk.MskLimMax",5640,"Automatically generated - MOP: thresold high temperature evaporation",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A54_MOP_THRESHOLD_msk.MskLimMin",5641,"Automatically generated - MOP: thresold high temperature evaporation",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A55_LOW_SH_Ti_msk.MskLimMax",5642,"Automatically generated - LowSH: integral time -  Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A55_LOW_SH_Ti_msk.MskLimMin",5643,"Automatically generated - LowSH: integral time -  Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A56_LOW_SH_THRESHOLD_msk.MskLimMax",5644,"Automatically generated - LowSH: thresold low superheat -  Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A56_LOW_SH_THRESHOLD_msk.MskLimMin",5645,"Automatically generated - LowSH: thresold low superheat -  Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A57_HITCOND_Ti_msk.MskLimMax",5646,"Automatically generated - High condensing temperature: integral time - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A57_HITCOND_Ti_msk.MskLimMin",5647,"Automatically generated - High condensing temperature: integral time - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A58_HITCOND_THRESHOLD_msk.MskLimMax",5648,"Automatically generated - High condensing temperature: thresold - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A58_HITCOND_THRESHOLD_msk.MskLimMin",5649,"Automatically generated - High condensing temperature: thresold - Valve A",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A59_THERMO_SH_OFFSET_msk.MskLimMax",5650,"Automatically generated - Modulating thermostat: setpoint offset superheat",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A59_THERMO_SH_OFFSET_msk.MskLimMin",5651,"Automatically generated - Modulating thermostat: setpoint offset superheat",REAL,R,"0.00"
"EVD_EVO_2_MNG_3.ParamsLimits_UI_EVD_1.A60_THERMO_DIFF_msk.MskLimMax",5654,"Automatically generated - Modulating thermostat: differential",REAL,R,"0.00"
